sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
大園,桃園市,48,,良好,1.9,0.25,41.9,45.8,30,13,13.4,14.6,1.1,4.2,52,"2024-01-08 07:00",,0.2,14.7,30,2,121.20251473,25.06100357,18
桃園,桃園市,44,,良好,1.4,0.28,43.4,47.2,32,9,7,7.8,0.8,3.5,68,"2024-01-08 07:00",,0.2,11.2,28,1,121.30500531,24.9947107,17
中壢,桃園市,47,,良好,2,0.32,39.6,44.2,35,19,8.8,12,3.1,0.8,288,"2024-01-08 06:00",,0.3,14.5,32,2,121.221667,24.953278,68
龍潭,桃園市,44,,良好,0.8,0.2,43.4,47.5,20,10,8,9.2,1.1,3.1,51,"2024-01-08 06:00",,0.1,12.8,26,1,121.21645772,24.86400048,21
平鎮,桃園市,49,,良好,0.6,0.21,46.4,48.2,22,14,4.6,5.7,1,3.1,66,"2024-01-08 06:00",,0.2,15,26,0,121.203986,24.952786,20
觀音,桃園市,53,細懸浮微粒,普通,2.3,0.23,43.2,44.0,34,17,9.2,10,0.8,4.9,66,"2024-01-08 06:00",,0.2,16.5,35,1,121.08283092,25.03556747,19
大園,桃園市,50,,良好,2,0.22,45.6,45.7,34,17,8.1,9,0.9,4.5,61,"2024-01-08 06:00",,0.2,15.3,31,2,121.20251473,25.06100357,18
桃園,桃園市,44,,良好,1.6,0.23,46.8,47.4,25,11,4.4,5,0.5,3.5,68,"2024-01-08 06:00",,0.2,12,28,1,121.30500531,24.9947107,17
中壢,桃園市,46,,良好,1.9,0.22,47.6,44.1,25,11,3.1,3.9,0.7,1.1,281,"2024-01-08 05:00",,0.3,14.2,31,2,121.221667,24.953278,68
龍潭,桃園市,45,,良好,0.8,0.18,45.7,48.4,24,15,6.7,7.7,0.9,4.1,52,"2024-01-08 05:00",,0.2,13.8,27,1,121.21645772,24.86400048,21
平鎮,桃園市,50,,良好,0.5,0.2,49,48.2,29,14,3.7,4.6,0.8,3.3,62,"2024-01-08 05:00",,0.2,15.3,28,0,121.203986,24.952786,20
觀音,桃園市,53,細懸浮微粒,普通,2.3,0.21,44.6,44.3,31,17,8.1,8.8,0.6,6,76,"2024-01-08 05:00",,0.2,16.3,36,1,121.08283092,25.03556747,19
大園,桃園市,49,,良好,2.1,0.2,48.4,45.2,28,10,5.8,6.4,0.6,4.8,64,"2024-01-08 05:00",,0.2,15.2,32,2,121.20251473,25.06100357,18
桃園,桃園市,44,,良好,1.2,0.21,49,47.3,25,11,3.6,4.2,0.5,3.4,71,"2024-01-08 05:00",,0.2,12,29,1,121.30500531,24.9947107,17
中壢,桃園市,48,,良好,1.9,0.21,47.8,42.7,31,12,3.3,4.8,1.5,1.3,310,"2024-01-08 04:00",,0.3,14.7,33,2,121.221667,24.953278,68
龍潭,桃園市,45,,良好,0.8,0.18,46.8,49.3,26,11,6.6,7.3,0.7,3.6,55,"2024-01-08 04:00",,0.2,13.4,28,1,121.21645772,24.86400048,21
平鎮,桃園市,52,細懸浮微粒,普通,0.5,0.2,50.2,47.9,23,14,3.5,4.4,0.8,4.3,73,"2024-01-08 04:00",,0.2,15.9,28,0,121.203986,24.952786,20
觀音,桃園市,53,細懸浮微粒,普通,1.5,0.19,47.2,44.7,28,14,6.3,7,0.7,6.2,74,"2024-01-08 04:00",,0.2,16.4,38,1,121.08283092,25.03556747,19
大園,桃園市,53,細懸浮微粒,普通,2.1,0.2,48.6,44.9,26,16,5.7,6.3,0.5,4.5,68,"2024-01-08 04:00",,0.2,16.4,33,2,121.20251473,25.06100357,18
桃園,桃園市,43,,良好,1,0.2,49.2,46.9,28,12,3.6,4.2,0.6,2.9,64,"2024-01-08 04:00",,0.2,11.9,30,1,121.30500531,24.9947107,17
中壢,桃園市,51,細懸浮微粒,普通,2,0.23,47.2,41.1,36,13,3.8,5.2,1.3,1.4,323,"2024-01-08 03:00",,0.4,15.7,34,2,121.221667,24.953278,68
龍潭,桃園市,46,,良好,0.9,0.18,47.2,50.2,24,11,6.4,7,0.5,4.9,56,"2024-01-08 03:00",,0.2,14,29,1,121.21645772,24.86400048,21
平鎮,桃園市,53,細懸浮微粒,普通,0.4,0.2,49.7,47.5,26,14,3.7,4.5,0.7,4.1,60,"2024-01-08 03:00",,0.2,16.2,29,0,121.203986,24.952786,20
觀音,桃園市,56,細懸浮微粒,普通,2,0.19,46.2,45.2,35,13,8.4,9.2,0.8,6.2,75,"2024-01-08 03:00",,0.2,17.6,41,1,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,2,0.2,48.8,44.4,35,15,6.9,7.4,0.4,4.3,60,"2024-01-08 03:00",,0.2,16.6,35,2,121.20251473,25.06100357,18
桃園,桃園市,43,,良好,1,0.21,49.4,46.6,32,11,3.9,4.6,0.7,2.9,58,"2024-01-08 03:00",,0.3,12.1,30,1,121.30500531,24.9947107,17
中壢,桃園市,54,細懸浮微粒,普通,2,0.23,46.1,39.3,26,15,4.7,5.6,0.8,1.2,281,"2024-01-08 02:00",,0.4,16.8,34,2,121.221667,24.953278,68
龍潭,桃園市,49,,良好,0.8,0.19,48.6,50.7,23,12,6.7,7.4,0.7,5.3,56,"2024-01-08 02:00",,0.2,15,30,1,121.21645772,24.86400048,21
平鎮,桃園市,54,細懸浮微粒,普通,0.4,0.21,48.4,47.2,24,14,4.4,5.2,0.8,4.1,68,"2024-01-08 02:00",,0.3,16.6,31,1,121.203986,24.952786,20
觀音,桃園市,59,細懸浮微粒,普通,1.8,0.24,44.1,46.2,40,15,9.3,10.3,0.9,5.6,70,"2024-01-08 02:00",,0.2,18.7,43,1,121.08283092,25.03556747,19
大園,桃園市,54,細懸浮微粒,普通,1.9,0.21,47.7,44.5,31,14,8.1,8.5,0.3,4,55,"2024-01-08 02:00",,0.2,16.9,35,2,121.20251473,25.06100357,18
桃園,桃園市,43,,良好,0.9,0.22,48.1,46.2,23,9,4.1,5.1,0.9,3.7,72,"2024-01-08 02:00",,0.3,12.6,32,1,121.30500531,24.9947107,17
中壢,桃園市,54,細懸浮微粒,普通,1.9,0.34,44.4,38.1,29,11,6.2,8.1,1.8,1.2,324,"2024-01-08 01:00",,0.5,16.8,36,2,121.221667,24.953278,68
龍潭,桃園市,51,細懸浮微粒,普通,0.8,0.2,49.2,51.3,24,11,5,7.2,2.1,5.2,58,"2024-01-08 01:00",,0.2,15.7,33,1,121.21645772,24.86400048,21
平鎮,桃園市,56,細懸浮微粒,普通,0.6,0.23,47.8,47.7,26,15,5.1,5.3,0.2,3.9,78,"2024-01-08 01:00",,0.3,17.5,33,1,121.203986,24.952786,20
觀音,桃園市,62,細懸浮微粒,普通,1.5,0.23,43.9,48.0,31,16,9,9.7,0.7,6,70,"2024-01-08 01:00",,0.2,19.8,44,1,121.08283092,25.03556747,19
大園,桃園市,57,細懸浮微粒,普通,1.9,0.25,42,45.0,31,16,15.9,17,1,4.1,63,"2024-01-08 01:00",,0.2,17.8,36,2,121.20251473,25.06100357,18
桃園,桃園市,45,,良好,1.1,0.25,45.8,46.6,26,8,7.1,8,0.9,2.2,78,"2024-01-08 01:00",,0.3,13.8,33,1,121.30500531,24.9947107,17
中壢,桃園市,58,細懸浮微粒,普通,1.8,0.38,43.6,37.4,31,15,7.4,9.2,1.7,1.3,292,"2024-01-08 00:00",,0.5,18.5,38,2,121.221667,24.953278,68
龍潭,桃園市,54,細懸浮微粒,普通,0.8,0.22,49.5,52.2,27,12,5.2,7.5,2.2,4.9,58,"2024-01-08 00:00",,0.2,16.9,36,1,121.21645772,24.86400048,21
平鎮,桃園市,58,細懸浮微粒,普通,0.7,0.27,47.3,48.8,29,13,6.8,7.1,0.2,3.5,67,"2024-01-08 00:00",,0.3,18.5,35,1,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,2.7,0.28,42.3,50.1,41,21,12.5,13.3,0.8,5.3,61,"2024-01-08 00:00",,0.2,20.7,47,1,121.08283092,25.03556747,19
大園,桃園市,58,細懸浮微粒,普通,2,0.25,43.5,46.6,31,16,15.1,16.2,1.1,4.3,61,"2024-01-08 00:00",,0.3,18.5,38,2,121.20251473,25.06100357,18
桃園,桃園市,51,細懸浮微粒,普通,1.1,0.27,45.6,47.8,27,11,8.1,8.9,0.7,1.8,55,"2024-01-08 00:00",,0.3,15.5,36,1,121.30500531,24.9947107,17
中壢,桃園市,61,細懸浮微粒,普通,2,0.51,37,37.5,33,17,15.1,20.3,5.2,1.2,298,"2024-01-07 23:00",,0.6,19.4,40,2,121.221667,24.953278,68
龍潭,桃園市,60,細懸浮微粒,普通,0.7,0.23,49.8,53.5,32,15,5.8,8.1,2.3,5.7,62,"2024-01-07 23:00",,0.3,19,38,1,121.21645772,24.86400048,21
平鎮,桃園市,63,細懸浮微粒,普通,0.7,0.3,46.4,50.4,30,14,8.5,9,0.4,3.2,68,"2024-01-07 23:00",,0.3,20.5,36,1,121.203986,24.952786,20
觀音,桃園市,66,細懸浮微粒,普通,2.3,0.33,40.3,52.6,43,18,12.2,13.1,0.8,4.7,60,"2024-01-07 23:00",,0.2,21.5,50,1,121.08283092,25.03556747,19
大園,桃園市,60,細懸浮微粒,普通,2.1,0.28,40.9,48.7,32,15,16.7,18.1,1.3,3.9,59,"2024-01-07 23:00",,0.3,19.2,40,2,121.20251473,25.06100357,18
桃園,桃園市,55,細懸浮微粒,普通,1.7,0.32,44.9,49.4,35,12,9.6,10.7,1,2.2,52,"2024-01-07 23:00",,0.3,17.2,38,1,121.30500531,24.9947107,17
中壢,桃園市,63,細懸浮微粒,普通,1.8,0.51,39.3,38.2,33,12,16,21.1,5,1.1,307,"2024-01-07 22:00",,0.6,20.2,42,2,121.221667,24.953278,68
龍潭,桃園市,62,細懸浮微粒,普通,1,0.26,50.7,55.0,33,14,6.8,9,2.2,5.7,57,"2024-01-07 22:00",,0.3,19.8,39,1,121.21645772,24.86400048,21
平鎮,桃園市,67,細懸浮微粒,普通,0.8,0.34,46.8,52.3,29,15,9.7,10.2,0.5,3.4,69,"2024-01-07 22:00",,0.3,22.2,38,1,121.203986,24.952786,20
觀音,桃園市,69,細懸浮微粒,普通,1.3,0.23,45.8,55.7,38,19,9.2,9.8,0.6,4.5,62,"2024-01-07 22:00",,0.2,22.9,53,1,121.08283092,25.03556747,19
大園,桃園市,63,細懸浮微粒,普通,2,0.29,41.6,51.6,33,19,15.9,17.2,1.2,3.5,57,"2024-01-07 22:00",,0.3,20.5,43,2,121.20251473,25.06100357,18
桃園,桃園市,59,細懸浮微粒,普通,1.8,0.34,46.2,51.3,31,14,10.9,11.9,1,2.6,51,"2024-01-07 22:00",,0.3,18.7,38,1,121.30500531,24.9947107,17
中壢,桃園市,68,細懸浮微粒,普通,2.1,0.59,36.2,39.1,39,18,20.3,27,6.6,1.4,20,"2024-01-07 21:00",,0.6,22.5,44,2,121.221667,24.953278,68
龍潭,桃園市,67,細懸浮微粒,普通,1.1,0.28,52.4,56.3,39,15,7.5,10.1,2.5,4.9,56,"2024-01-07 21:00",,0.3,21.9,41,1,121.21645772,24.86400048,21
平鎮,桃園市,71,細懸浮微粒,普通,0.7,0.4,46.3,53.8,32,18,11.7,12.4,0.7,3.4,63,"2024-01-07 21:00",,0.4,23.7,41,1,121.203986,24.952786,20
觀音,桃園市,70,細懸浮微粒,普通,1.8,0.27,47.6,58.2,38,17,9.2,10.2,0.9,4.4,69,"2024-01-07 21:00",,0.2,23.2,56,1,121.08283092,25.03556747,19
大園,桃園市,65,細懸浮微粒,普通,1.8,0.3,46.3,54.5,35,18,13.4,14.6,1.2,3.6,58,"2024-01-07 21:00",,0.3,21.1,46,2,121.20251473,25.06100357,18
桃園,桃園市,61,細懸浮微粒,普通,1.9,0.4,45.7,53.0,38,15,12.3,13.4,1.1,2.9,61,"2024-01-07 21:00",,0.4,19.5,41,1,121.30500531,24.9947107,17
中壢,桃園市,71,細懸浮微粒,普通,2,0.66,34.7,39.6,42,19,24.5,33.7,9.2,0.9,340,"2024-01-07 20:00",,0.6,23.7,46,2,121.221667,24.953278,68
龍潭,桃園市,69,細懸浮微粒,普通,1.1,0.29,53.8,57.2,38,24,8.3,10.7,2.4,5.8,59,"2024-01-07 20:00",,0.3,22.9,42,1,121.21645772,24.86400048,21
平鎮,桃園市,74,細懸浮微粒,普通,0.9,0.42,47.3,55.0,34,23,13.1,13.8,0.6,2.9,60,"2024-01-07 20:00",,0.4,25,43,1,121.203986,24.952786,20
觀音,桃園市,73,細懸浮微粒,普通,1.4,0.29,51.4,60.6,49,23,8.5,9.4,0.9,6,66,"2024-01-07 20:00",,0.2,24.4,60,1,121.08283092,25.03556747,19
大園,桃園市,67,細懸浮微粒,普通,1.9,0.32,44.2,56.8,34,17,16.8,17.9,1.1,3.2,58,"2024-01-07 20:00",,0.3,21.9,50,2,121.20251473,25.06100357,18
桃園,桃園市,63,細懸浮微粒,普通,1.4,0.41,47,54.4,34,19,13.7,14.6,0.8,2.6,44,"2024-01-07 20:00",,0.4,20.5,42,1,121.30500531,24.9947107,17
中壢,桃園市,74,細懸浮微粒,普通,2.5,0.71,33.2,40.3,42,22,27.2,35.4,8.2,0.7,327,"2024-01-07 19:00",,0.6,24.9,47,2,121.221667,24.953278,68
龍潭,桃園市,68,細懸浮微粒,普通,1.3,0.32,51.8,57.4,37,18,10.1,12.5,2.4,5.5,62,"2024-01-07 19:00",,0.3,22.6,43,1,121.21645772,24.86400048,21
平鎮,桃園市,75,細懸浮微粒,普通,1.3,0.46,47.7,55.7,43,25,13.6,14.4,0.7,2.8,57,"2024-01-07 19:00",,0.4,25.4,45,1,121.203986,24.952786,20
觀音,桃園市,74,細懸浮微粒,普通,0.7,0.27,54.6,62.1,55,25,6.8,7.6,0.8,4.7,64,"2024-01-07 19:00",,0.2,24.7,62,1,121.08283092,25.03556747,19
大園,桃園市,70,細懸浮微粒,普通,2.1,0.33,50.1,58.7,44,21,12.9,14.1,1.2,3.1,57,"2024-01-07 19:00",,0.3,23.3,53,2,121.20251473,25.06100357,18
桃園,桃園市,64,細懸浮微粒,普通,1.6,0.43,46.5,55.2,38,20,14.6,15.5,0.8,2.3,60,"2024-01-07 19:00",,0.4,20.8,44,1,121.30500531,24.9947107,17
中壢,桃園市,76,細懸浮微粒,普通,2.4,0.69,36.5,40.8,41,25,23.4,31.1,7.6,1,349,"2024-01-07 18:00",,0.6,25.8,49,1,121.221667,24.953278,68
龍潭,桃園市,71,細懸浮微粒,普通,0.9,0.34,53.2,57.7,38,27,10.3,12.9,2.5,5.2,62,"2024-01-07 18:00",,0.3,23.6,45,1,121.21645772,24.86400048,21
平鎮,桃園市,75,細懸浮微粒,普通,1.1,0.43,51.8,56.3,42,22,11.3,11.9,0.6,3.2,61,"2024-01-07 18:00",,0.4,25.3,45,1,121.203986,24.952786,20
觀音,桃園市,75,細懸浮微粒,普通,0.6,0.26,57.7,62.6,55,18,5.7,6.4,0.7,5,66,"2024-01-07 18:00",,0.3,25.3,64,1,121.08283092,25.03556747,19
大園,桃園市,71,細懸浮微粒,普通,2.6,0.34,51.8,58.8,49,23,13.1,14.6,1.4,4.9,59,"2024-01-07 18:00",,0.3,23.7,54,2,121.20251473,25.06100357,18
桃園,桃園市,65,細懸浮微粒,普通,1.3,0.42,50.8,55.6,44,17,12.6,13.7,1,3.2,45,"2024-01-07 18:00",,0.4,21,45,1,121.30500531,24.9947107,17
中壢,桃園市,76,細懸浮微粒,普通,2.3,0.61,38.6,41.1,49,22,23.6,32.5,8.8,1.2,4,"2024-01-07 17:00",,0.6,25.7,50,1,121.221667,24.953278,68
龍潭,桃園市,69,細懸浮微粒,普通,1.1,0.34,56.4,57.7,40,18,9.7,12.4,2.6,5.7,63,"2024-01-07 17:00",,0.3,22.9,46,1,121.21645772,24.86400048,21
平鎮,桃園市,79,細懸浮微粒,普通,1.2,0.38,56.4,55.8,47,24,8.9,9.7,0.8,4.6,70,"2024-01-07 17:00",,0.4,26.7,46,1,121.203986,24.952786,20
觀音,桃園市,79,細懸浮微粒,普通,0.7,0.26,60.8,62.5,61,22,6,6.9,0.9,6.1,66,"2024-01-07 17:00",,0.3,26.7,67,1,121.08283092,25.03556747,19
大園,桃園市,70,細懸浮微粒,普通,3,0.33,54.7,58.6,52,21,13.4,15.2,1.7,4.9,51,"2024-01-07 17:00",,0.3,23.2,56,2,121.20251473,25.06100357,18
桃園,桃園市,67,細懸浮微粒,普通,1.1,0.39,55.4,55.4,46,18,10.4,11.6,1.1,2.8,51,"2024-01-07 17:00",,0.4,21.8,45,1,121.30500531,24.9947107,17
中壢,桃園市,79,細懸浮微粒,普通,1.9,0.66,44.2,40.6,49,26,23.2,31,7.8,0.9,301,"2024-01-07 16:00",,0.6,27,50,1,121.221667,24.953278,68
龍潭,桃園市,72,細懸浮微粒,普通,1.9,0.35,60,57.2,49,21,9.8,12.2,2.4,5.3,67,"2024-01-07 16:00",,0.3,24.2,47,1,121.21645772,24.86400048,21
平鎮,桃園市,81,細懸浮微粒,普通,0.9,0.37,60.4,53.6,42,24,8.3,9.3,0.9,3.8,60,"2024-01-07 16:00",,0.4,27.8,47,1,121.203986,24.952786,20
觀音,桃園市,83,細懸浮微粒,普通,0.8,0.26,62.7,61.9,58,21,5.3,6.3,0.9,6.6,57,"2024-01-07 16:00",,0.3,28.3,68,1,121.08283092,25.03556747,19
大園,桃園市,72,細懸浮微粒,普通,3.3,0.32,59.9,57.8,49,22,11,12.6,1.6,6.1,35,"2024-01-07 16:00",,0.3,24,57,2,121.20251473,25.06100357,18
桃園,桃園市,70,細懸浮微粒,普通,1.1,0.37,58.8,54.4,42,20,,,,3,48,"2024-01-07 16:00",,0.4,23.1,45,1,121.30500531,24.9947107,17
中壢,桃園市,78,細懸浮微粒,普通,2.2,0.67,42.6,39.2,55,28,23.9,33.7,9.8,1.3,22,"2024-01-07 15:00",,0.6,26.6,50,1,121.221667,24.953278,68
龍潭,桃園市,74,細懸浮微粒,普通,1.7,0.36,61.5,56.0,45,25,9.2,11.8,2.6,6.1,63,"2024-01-07 15:00",,0.3,24.8,47,1,121.21645772,24.86400048,21
平鎮,桃園市,83,細懸浮微粒,普通,1,0.39,61.8,50.6,46,25,8.1,9.3,1.1,4.5,74,"2024-01-07 15:00",,0.4,28.6,47,1,121.203986,24.952786,20
觀音,桃園市,88,細懸浮微粒,普通,0.8,0.27,64.7,61.2,68,26,4.9,6,1,7.1,49,"2024-01-07 15:00",,0.3,30.4,71,1,121.08283092,25.03556747,19
大園,桃園市,74,細懸浮微粒,普通,1.9,0.31,64.2,56.7,49,21,8,9.4,1.4,6.3,35,"2024-01-07 15:00",,0.3,24.9,59,2,121.20251473,25.06100357,18
桃園,桃園市,73,細懸浮微粒,普通,1,0.39,60,53.3,51,21,,,,3.1,69,"2024-01-07 15:00",,0.4,24.3,45,1,121.30500531,24.9947107,17
中壢,桃園市,76,細懸浮微粒,普通,2.3,0.65,46.7,38.7,54,25,20.8,27.4,6.5,1.2,275,"2024-01-07 14:00",,0.6,25.8,48,1,121.221667,24.953278,68
龍潭,桃園市,73,細懸浮微粒,普通,1.4,0.38,61.6,54.7,47,23,9,11.7,2.6,6,61,"2024-01-07 14:00",,0.3,24.5,46,1,121.21645772,24.86400048,21
平鎮,桃園市,83,細懸浮微粒,普通,1.4,0.43,58.8,47.6,53,31,10.1,11.7,1.5,4.6,83,"2024-01-07 14:00",,0.4,28.6,47,1,121.203986,24.952786,20
觀音,桃園市,90,細懸浮微粒,普通,1,0.29,66.3,60.3,76,28,5.1,6,0.8,8,45,"2024-01-07 14:00",,0.3,31.2,71,1,121.08283092,25.03556747,19
大園,桃園市,77,細懸浮微粒,普通,2,0.33,64.5,55.4,64,21,8.5,10.2,1.6,7,35,"2024-01-07 14:00",,0.3,25.9,60,2,121.20251473,25.06100357,18
桃園,桃園市,73,細懸浮微粒,普通,1.2,0.41,59.7,52,43,22,,,,2.8,61,"2024-01-07 14:00",,0.4,24.4,43,1,121.30500531,24.9947107,17
中壢,桃園市,77,細懸浮微粒,普通,2.3,0.66,40.2,37.6,50,31,24.1,32.4,8.3,1.2,342,"2024-01-07 13:00",,0.6,26.2,48,1,121.221667,24.953278,68
龍潭,桃園市,73,細懸浮微粒,普通,1.3,0.4,59.4,53.8,50,27,9.5,12.4,2.8,6.6,64,"2024-01-07 13:00",,0.3,24.6,47,1,121.21645772,24.86400048,21
平鎮,桃園市,82,細懸浮微粒,普通,1.5,0.45,55.9,45.4,53,32,10.6,12.1,1.5,3.2,41,"2024-01-07 13:00",,0.4,28.2,45,1,121.203986,24.952786,20
觀音,桃園市,90,細懸浮微粒,普通,1.3,0.34,66.5,58.8,78,34,5.5,6.6,1.1,6.8,57,"2024-01-07 13:00",,0.3,31.2,70,1,121.08283092,25.03556747,19
大園,桃園市,77,細懸浮微粒,普通,2.1,0.37,64.8,53.9,67,27,8.2,9.6,1.4,8,30,"2024-01-07 13:00",,0.3,26.1,59,2,121.20251473,25.06100357,18
桃園,桃園市,74,細懸浮微粒,普通,1.2,0.45,57.3,50.8,48,28,,,,3.1,51,"2024-01-07 13:00",,0.4,24.8,44,1,121.30500531,24.9947107,17
中壢,桃園市,77,細懸浮微粒,普通,2.3,0.74,40.2,38.3,49,23,21.1,30,8.8,1.2,291,"2024-01-07 12:00",,0.5,26.2,48,1,121.221667,24.953278,68
龍潭,桃園市,73,細懸浮微粒,普通,1.6,0.42,55.1,53.2,52,26,9.8,12.7,2.9,6.2,60,"2024-01-07 12:00",,0.3,24.6,47,1,121.21645772,24.86400048,21
平鎮,桃園市,82,細懸浮微粒,普通,1.2,0.47,53,44.3,48,29,9.4,11.1,1.7,3.8,32,"2024-01-07 12:00",,0.4,28,45,1,121.203986,24.952786,20
觀音,桃園市,87,細懸浮微粒,普通,0.9,0.37,63.3,57.5,77,35,6,7,1,8.6,38,"2024-01-07 12:00",,0.3,30.2,67,1,121.08283092,25.03556747,19
大園,桃園市,77,細懸浮微粒,普通,2.4,0.41,59.9,52.6,63,29,10.1,12.3,2.1,6.7,36,"2024-01-07 12:00",,0.3,26,59,2,121.20251473,25.06100357,18
桃園,桃園市,74,細懸浮微粒,普通,1.3,0.47,52.7,49.3,50,29,,,,2.9,70,"2024-01-07 12:00",,0.4,25,43,1,121.30500531,24.9947107,17
中壢,桃園市,79,細懸浮微粒,普通,2.5,0.63,37.5,39.3,50,23,21.5,30.4,8.9,1.2,295,"2024-01-07 11:00",,0.5,26.8,48,1,121.221667,24.953278,68
龍潭,桃園市,73,細懸浮微粒,普通,1.6,0.4,54.4,52.8,47,25,9.5,12.3,2.8,6.7,65,"2024-01-07 11:00",,0.3,24.4,45,1,121.21645772,24.86400048,21
平鎮,桃園市,82,細懸浮微粒,普通,1.3,0.45,52.1,43.8,45,24,9.5,11.1,1.5,4,73,"2024-01-07 11:00",,0.4,28.2,45,1,121.203986,24.952786,20
觀音,桃園市,87,細懸浮微粒,普通,0.9,0.36,59,57.1,79,31,5.7,6.9,1.1,7.1,40,"2024-01-07 11:00",,0.3,30.1,65,1,121.08283092,25.03556747,19
大園,桃園市,79,細懸浮微粒,普通,3.1,0.4,50.5,52.6,61,28,18.7,22.7,4,7,33,"2024-01-07 11:00",,0.3,27,57,2,121.20251473,25.06100357,18
桃園,桃園市,72,細懸浮微粒,普通,1.5,0.45,50.5,48.2,44,22,11.1,12.6,1.5,2.4,53,"2024-01-07 11:00",,0.4,23.9,42,1,121.30500531,24.9947107,17
中壢,桃園市,33,,良好,2.6,0.59,39.1,,58,28,20.1,26.6,6.5,1.1,49,"2024-01-07 10:00",,,,,,121.221667,24.953278,68
龍潭,桃園市,15,,良好,1.6,0.41,53.5,,53,25,9.7,12.6,2.8,6.5,60,"2024-01-07 10:00",,,,,,121.21645772,24.86400048,21
平鎮,桃園市,20,,良好,1.2,0.48,48.2,,46,28,12.4,14.6,2.1,3.6,69,"2024-01-07 10:00",,,,,,121.203986,24.952786,20
觀音,桃園市,8,,良好,0.8,0.31,57,,71,29,5.7,6.8,1.1,7.2,46,"2024-01-07 10:00",,,,,,121.08283092,25.03556747,19
大園,桃園市,28,,良好,3.3,0.4,49.9,,63,23,17.7,20.8,3.1,6.4,41,"2024-01-07 10:00",,,,,,121.20251473,25.06100357,18
桃園,桃園市,18,,良好,1.4,0.47,48.5,,47,25,11.6,13.1,1.4,2.2,65,"2024-01-07 10:00",,,,,,121.30500531,24.9947107,17
中壢,桃園市,74,細懸浮微粒,普通,2.5,0.47,38.3,39.0,35,24,16.3,20,3.6,0.6,345,"2024-01-07 06:00",,0.5,24.7,39,1,121.221667,24.953278,68
龍潭,桃園市,65,細懸浮微粒,普通,1.6,0.34,53.8,52.6,38,22,7,9,1.9,5.1,69,"2024-01-07 06:00",,0.3,21.2,36,1,121.21645772,24.86400048,21
平鎮,桃園市,81,細懸浮微粒,普通,1.2,0.47,41.2,38.8,39,28,14.5,14.9,0.3,2,30,"2024-01-07 06:00",,0.5,27.5,38,1,121.203986,24.952786,20
觀音,桃園市,75,細懸浮微粒,普通,0.7,0.3,54.8,56.7,54,21,5.1,5.9,0.7,6.3,45,"2024-01-07 06:00",,0.3,25.4,49,1,121.08283092,25.03556747,19
大園,桃園市,67,細懸浮微粒,普通,2,0.34,52.3,52.4,50,18,9,10.1,1.1,5.6,48,"2024-01-07 06:00",,0.3,21.8,43,1,121.20251473,25.06100357,18
桃園,桃園市,66,細懸浮微粒,普通,1.2,0.37,50.2,45.3,34,22,8.6,9.3,0.7,2.1,43,"2024-01-07 06:00",,0.4,21.5,35,1,121.30500531,24.9947107,17
中壢,桃園市,73,細懸浮微粒,普通,2.4,0.48,46,37.4,51,26,10.4,11.1,0.7,0.5,26,"2024-01-07 05:00",,0.6,24.6,39,1,121.221667,24.953278,68
龍潭,桃園市,64,細懸浮微粒,普通,1.2,0.33,54.9,52.7,35,22,7.4,9.5,2,5.4,71,"2024-01-07 05:00",,0.3,20.7,35,1,121.21645772,24.86400048,21
平鎮,桃園市,81,細懸浮微粒,普通,1,0.42,47.6,37.4,36,27,12.1,12.3,0.2,1.5,52,"2024-01-07 05:00",,0.5,27.5,37,1,121.203986,24.952786,20
觀音,桃園市,76,細懸浮微粒,普通,0.8,0.3,56,57.3,46,25,5.6,6.3,0.6,5.8,49,"2024-01-07 05:00",,0.3,25.8,48,1,121.08283092,25.03556747,19
大園,桃園市,67,細懸浮微粒,普通,1.9,0.34,54.4,52.5,46,22,9.2,10.2,0.9,5,61,"2024-01-07 05:00",,0.3,22.2,41,1,121.20251473,25.06100357,18
桃園,桃園市,66,細懸浮微粒,普通,1.2,0.4,45.3,44.2,37,20,10.9,11.8,0.8,1.3,35,"2024-01-07 05:00",,0.4,21.7,35,1,121.30500531,24.9947107,17
中壢,桃園市,71,細懸浮微粒,普通,2.1,0.43,47.9,34.9,41,24,9.8,10.2,0.4,0.5,351,"2024-01-07 04:00",,0.6,23.8,36,1,121.221667,24.953278,68
龍潭,桃園市,63,細懸浮微粒,普通,1.3,0.33,52.2,50.8,37,21,7.9,10.2,2.3,3.9,59,"2024-01-07 04:00",,0.3,20.4,35,1,121.21645772,24.86400048,21
平鎮,桃園市,80,細懸浮微粒,普通,1,0.41,48.8,35.7,39,29,11.3,11.7,0.4,2.4,32,"2024-01-07 04:00",,0.5,27.1,38,1,121.203986,24.952786,20
觀音,桃園市,75,細懸浮微粒,普通,0.5,0.32,60.1,58.2,53,29,5.7,6.6,0.8,5.6,53,"2024-01-07 04:00",,0.3,25.2,48,1,121.08283092,25.03556747,19
